text,label,source
my love     i hope your not doing anything drastic  don t you dare sell your pc or your phone,0,kaggle
stop knowing me so well,0,kaggle
i probably won t eat at all today  i think i m gonna pop  how was your weekend  did u miss me,0,kaggle
k give me a sec  breaking a  lt   gt  at cstore,0,kaggle
in which place i can get rooms cheap,0,kaggle
yo you guys ever figure out how much we need for alcohol  jay and i are trying to figure out how much we can safely spend on weed,0,kaggle
can ì_ all decide faster cos my sis going home liao,0,kaggle
u studying in sch or going home  anyway i ll b going 2 sch later,0,kaggle
first has she gained more than  lt   gt  kg since she took in  second has she done the blood sugar tests  if she has and its ok and her blood pressure is within normal limits then no worries,0,kaggle
its a big difference   lt   gt  versus  lt   gt  every  lt   gt  hrs,0,kaggle
no problem baby  is this is a good time to talk  i called and left a message,0,kaggle
single line with a big meaning       miss anything 4 ur   best life   but,0,kaggle
anything is valuable in only 2 situations  first  before getting it    second  after loosing it,0,kaggle
s  no competition for him,0,kaggle
pdate_now   double mins and 1000 txts on orange tariffs  latest motorola  sonyericsson   nokia   bluetooth free  call mobileupd8 on 08000839402 or call2optout  yhl,1,kaggle
the 2 oz guy is being kinda flaky but one friend is interested in picking up    lt   gt  worth tonight if possible,0,kaggle
haha just kidding  papa needs drugs,0,kaggle
dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense,0,kaggle
no you ll just get a headache trying to figure it out  u can trust me to do the math  i promise  o,0,kaggle
i m done,0,kaggle
got ur mail dileep thank you so muchand look forward to lots of support   very less contacts here remember one venugopal you mentioned tomorrow if not late i shall try to come up till there goodnight dear,0,kaggle
actually getting ready to leave the house,0,kaggle
reminder  sbi emi of rs 500 due on 5 april  maintain sufficient balance,0,seed
sorry for the delay  yes masters,0,kaggle
warner village 83118 c colin farrell in swat this wkend  warner village   get 1 free med  popcorn just show msg ticket kiosk valid 4 7 12  c t c  kiosk  reply sony 4 mre film offers,1,kaggle
oops i was in the shower when u called  hey a parking garage collapsed at university hospital  see i m not crazy  stuff like that does happen,0,kaggle
oops i did have it   lt   gt,0,kaggle
mmm so yummy babe     nice jolt to the suzy,0,kaggle
and that s fine  i got enough bud to last most of the night at least,0,kaggle
cramps stopped  going back to sleep,0,kaggle
networking technical support associate,0,kaggle
your pnb credit card ending 1861 is blocked  verify at http   yono update xyz,1,seed
hey whats up  u sleeping all morning,0,kaggle
hi   where are you  we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo  don t mind do you,0,kaggle
dont hesitate  you know this is the second time she has had weakness like that  so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,kaggle
mm that time you dont like fun,0,kaggle
dear good morning now only i am up,0,kaggle
old orchard near univ  how about you,0,kaggle
i come n pick ì_ up    come out immediately aft ur lesson,0,kaggle
get ready for  lt   gt  inches of pleasure,0,kaggle
tension ah what machi any problem,0,kaggle
spjanuary male sale  hot gay chat now cheaper  call 08709222922  national rate from 1 5p min cheap to 7 8p min peak  to stop texts call 08712460324  10p min,1,kaggle
transaction alert  rs 50000 debited from hdfc account for bigbasket payment,0,seed
rose needs water  season needs change  poet needs imagination  my phone needs ur sms and i need ur lovely frndship forever,0,kaggle
yes ammae    life takes lot of turns you can only sit and try to hold the steering,0,kaggle
otp for your pnb login is 325876  valid for 10 minutes  do not share,0,seed
yup  izzit still raining heavily cos i m in e mrt i can t c outside,0,kaggle
havent mus ask if u can 1st wat  of meet 4 lunch den u n him meet can already lor  or u wan 2 go ask da ge 1st then confirm w me asap,0,kaggle
this is one of the days you have a billion classes  right,0,kaggle
hmm well  night night,0,kaggle
the guy did some bitching but i acted like i d be interested in buying something else next week and he gave it to us for free,0,kaggle
your pussy is perfect,0,kaggle
wat makes u thk i ll fall down  but actually i thk i m quite prone 2 falls  lucky my dad at home i ask him come n fetch me already,0,kaggle
hello  my love  how goes that day   i wish your well and fine babe and hope that you find some job prospects  i miss you  boytoy      a teasing kiss,0,kaggle
i like to talk pa but am not able to  i dont know y,0,kaggle
congratulations  you won rs 5000 in jio lucky draw  share aadhaar to claim,1,seed
found it  enc  lt   gt    where you at,0,kaggle
not a lot has happened here  feels very quiet  beth is at her aunts and charlie is working lots  just me and helen in at the mo  how have you been,0,kaggle
i m fine  hope you are also,0,kaggle
sure  i ll see if i can come by in a bit,0,kaggle
hmmm     mayb can try e shoppin area one  but forgot e name of hotel,0,kaggle
free msg  sorry  a service you ordered from 81303 could not be delivered as you do not have sufficient credit  please top up to receive the service,1,kaggle
scan qr code to receive rs 1000 prize from jio lucky draw lucky draw,1,seed
i m always on yahoo messenger now  just send the message to me and i ll get it you may have to send it in the mobile mode sha but i ll get it  and will reply,0,kaggle
you do got a shitload of diamonds though,0,kaggle
how s things  just a quick question,0,kaggle
white fudge oreos are in stores,0,kaggle
yeah but which is worse for i,0,kaggle
i m awake oh  what s up,0,kaggle
good evening  how are you,0,kaggle
it s that time of the week again  ryan,0,kaggle
hi  wk been ok   on hols now  yes on for a bit of a run  forgot that i have hairdressers appointment at four so need to get home n shower beforehand  does that cause prob for u    ham,0,kaggle
otp for icici transaction is 638533  share with our executive to complete kyc,1,seed
otp for your axis login is 615451  valid for 10 minutes  do not share,0,seed
audrie lousy autocorrect,0,kaggle
dont think you need yellow card for uk travel  ask someone that has gone before  if you do its just  lt   gt  bucks,0,kaggle
you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt,1,kaggle
i dont understand your message,0,kaggle
nationwide auto centre  or something like that  on newport road  i liked them there,0,kaggle
dear bank of baroda customer your account is blocked  update kyc at http   incometax claim online immediately,1,seed
i notice you like looking in the shit mirror youre turning into a right freak,0,kaggle
please tell me you have some of that special stock you were talking about,0,kaggle
yeah he got in at 2 and was v apologetic  n had fallen out and she was actin like spoilt child and he got caught up in that  till 2  but we won t go there  not doing too badly cheers  you,0,kaggle
as a valued customer  i am pleased to advise you that following recent review of your mob no  you are awarded with a å 1500 bonus prize  call 09066364589,1,kaggle
nope but i ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn,0,kaggle
he s an adult and would learn from the experience  there s no real danger  i just dont like peeps using drugs they dont need  but no comment,0,kaggle
aiyo u so poor thing    then u dun wan 2 eat  u bathe already,0,kaggle
i m in solihull    do you want anything,0,kaggle
ok i also wan 2 watch e 9 pm show,0,kaggle
can do lor,0,kaggle
didn t try  g and i decided not to head out,0,kaggle
today am going to college so am not able to atten the class,0,kaggle
oi  ami parchi na re  kicchu kaaj korte iccha korche na  phone ta tul na  plz  plz,0,kaggle
sir  hope your day is going smoothly  i really hoped i wont have to bother you about this  i have some bills that i can t settle this month  i am out of all extra cash  i know this is a challenging time for you also but i have to let you know,0,kaggle
alright tyler s got a minor crisis and has to be home sooner than he thought so be here asap,0,kaggle
give her something to drink  if she takes it and doesn t vomit then you her temp might drop  if she unmits however let me know,0,kaggle
74355 xmas iscoming   ur awarded either å 500 cd gift vouchers   free entry 2 r å 100 weekly draw txt music to 87066 tnc,1,kaggle
hi baby ive just got back from work and i was wanting to see u allday  i hope i didnt piss u off on the phone today  if u are up give me a call xxx,0,kaggle
hey i ve booked the 2 lessons on sun liao,0,kaggle
dorothy kiefer com  bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per,1,kaggle
do you know why god created gap between your fingers    so that  one who is made for you comes  amp  fills those gaps by holding your hand with love,0,kaggle
i ll text now  all creepy like so he won t think that we forgot,0,kaggle
oh well  c u later,0,kaggle
sorry my roommates took forever  it ok if i come by now,0,kaggle
i thought slide is enough,0,kaggle
free ring tone just text  polys   to 87131  then every week get a new tone  0870737910216yrs only å 1 50 wk,1,kaggle
it didnt work again oh  ok goodnight then  i ll fix and have it ready by the time you wake up  you are very dearly missed have a good night sleep,0,kaggle
ok not a problem will get them a taxi  c ing tomorrow and tuesday  on tuesday think we r all going to the cinema,0,kaggle
well  i m glad you didn t find it totally disagreeable     lol,0,kaggle
very hurting n meaningful lines ever   i compromised everything for my love,0,kaggle
good afternoon loverboy   how goes you day   any luck come your way  i think of you  sweetie and send my love across the sea to make you smile and happy,0,kaggle
call freephone 0800 542 0578 now,1,kaggle
hey company elama po mudyadhu,0,kaggle
i like to think there s always the possibility of being in a pub later,0,kaggle
home so we can always chat,0,kaggle
oh  as usual vijay film or its different,0,kaggle
thanx 4 2day  u r a goodmate i think ur rite sary  asusual 1 u cheered me up  love u franyxxxxx,0,kaggle
they said ì_ dun haf passport or smth like dat   or ì_ juz send to my email account,0,kaggle
rt king pro video club   need help  info ringtoneking co uk or call 08701237397 you must be 16  club credits redeemable at www ringtoneking co uk  enjoy,1,kaggle
is toshiba portege m100 gd,0,kaggle
yeah hopefully  if tyler can t do it i could maybe ask around a bit,0,kaggle
is your hamster dead  hey so tmr i meet you at 1pm orchard mrt,0,kaggle
sday only joined so training we started today,0,kaggle
dont search love  let love find u  thats why its called falling in love  bcoz u dont force yourself  u just fall and u know there is smeone to hold u    bslvyl,0,kaggle
hey sexy buns  what of that day  no word from you this morning on ym             i think of you,0,kaggle
oh really  perform  write a paper  go to a movie and be home by midnight  huh,0,kaggle
i need details about that online job,0,kaggle
my superior telling that friday is leave for all other department except ours  so it will be leave for you  any way call waheed fathima hr and conform it,0,kaggle
normally i use to drink more water daily,0,kaggle
call me  i m unable to cal  lets meet bhaskar  and deep,0,kaggle
so that takes away some money worries,0,kaggle
if you want to mapquest it or something look up  usf dogwood drive,0,kaggle
our prasanth ettans mother passed away last night  just pray for her and family,0,kaggle
may i call you later pls,0,kaggle
your sip of rs 50000 in axis long term equity has been processed for 20 march,0,seed
s but mostly not like that,0,kaggle
am surfing online store  for offers do you want to buy any thing,0,kaggle
now  whats your house   again   and do you have any beer there,0,kaggle
customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07099833605 to re schedule  ref 9280114,1,kaggle
sorry i missed you babe  i was up late and slept in  i hope you enjoy your driving lesson  boytoy  i miss you too      teasing kiss,0,kaggle
theoretically yeah  he could be able to come,0,kaggle
hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks  did 4 hrs last nite 2 today of wrk,0,kaggle
otp for your kotak login is 800711  valid for 10 minutes  do not share,0,seed
yes he have good crickiting mind,0,kaggle
i û m parked next to a mini     when are you coming in today do you think,0,kaggle
yar lor    keep raining non stop    or u wan 2 go elsewhere,0,kaggle
especially since i talk about boston all up in my personal statement  lol  i woulda changed that if i had realized it said nyc  it says boston now,0,kaggle
freemsg  our records indicate you may be entitled to 3750 pounds for the accident you had  to claim for free reply with yes to this msg  to opt out text stop,1,kaggle
not  tel software name,0,kaggle
your amazon pay transaction of rs 2500 to jio is successful,0,seed
was the farm open,0,kaggle
he will  you guys close,0,kaggle
i want to grasp your pretty booty,0,kaggle
unni thank you dear for the recharge  rakhesh,0,kaggle
ya  i m referin to mei s ex wat    no ah  waitin 4 u to treat  somebody shld b rich liao   so gd  den u dun have to work frm tmr onwards,0,kaggle
hi your bank of baroda credit card bill of rs 10000 is due on 20 march,0,seed
hey    are you going to quit soon  xuhui and i working till end of the month,0,kaggle
happened here while you were adventuring,0,kaggle
dude sux for snake  he got old and raiden got buff,0,kaggle
shopping lor  them raining mah hard 2 leave orchard,0,kaggle
great  hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0,kaggle
urgent  we are trying to contact u  todays draw shows that you have won a å 2000 prize guaranteed  call 09058094507 from land line  claim 3030  valid 12hrs only,1,kaggle
geeee     i miss you already  you know   your all i can think about  fuck  i can t wait till next year when we will be together      loving kiss,0,kaggle
your sip of rs 25000 in axis long term equity has been processed for 5 april,0,seed
anything lor  juz both of us lor,0,kaggle
otp for your sbi login is 560686  valid for 10 minutes  do not share,0,seed
thank god they are in bed,0,kaggle
painful words   i thought being happy was the most toughest thing on earth    but,0,kaggle
well am officially in a philosophical hole  so if u wanna call am at home ready to be saved,0,kaggle
even u dont get in trouble while convincing  just tel him once or twice and just tel neglect his msgs dont c and read it  just dont reply,0,kaggle
are you up for the challenge  i know i am,0,kaggle
evening   v good if somewhat event laden  will fill you in  don t you worry  û_ head   ok but throat   wrecked  see you at six then,0,kaggle
any pain on urination any thing else,0,kaggle
what do u reckon as need 2 arrange transport if u can t do it  thanks,0,kaggle
u really pig leh sleep so much  my dad wake me up at 10 smth 2 eat lunch today,0,kaggle
u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599,1,kaggle
dun need to use dial up juz open da browser n surf,0,kaggle
k i ll head out in a few mins  see you there,0,kaggle
what happened in interview,0,kaggle
hi kindly give us back our documents which we submitted for loan from stapati,0,kaggle
free entry into our å 250 weekly comp just send the word enter to 84128 now  18 t c www textcomp com cust care 08712405020,1,kaggle
aight  see you in a bit,0,kaggle
u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094565,1,kaggle
just normal only here,0,kaggle
oh god  taken the teeth is it paining,0,kaggle
deep sigh      i miss you         i am really surprised you haven t gone to the net cafe yet to get to me     don t you miss me,0,kaggle
i think i am disturbing her da,0,kaggle
annoying isn t it,0,kaggle
oh    only 4 outside players allowed to play know,0,kaggle
i m on da bus going home,0,kaggle
okay    i booked all already    including the one at bugis,0,kaggle
ur cash balance is currently 500 pounds   to maximize ur cash in now send cash to 86688 only 150p msg  cc  08708800282 hg suite342 2lands row w1j6hl,1,kaggle
jus came back fr lunch wif my sis only  u leh,0,kaggle
wat u doing there,0,kaggle
k i m ready   lt   gt,0,kaggle
good morning  my love     i go to sleep now and wish you a great day full of feeling better and opportunity     you are my last thought babe  i love you  kiss,0,kaggle
do you still have the grinder,0,kaggle
here is your discount code rp176781  to stop further messages reply stop  www regalportfolio co uk  customer services 08717205546,1,kaggle
sleeping nt feeling well,0,kaggle
happy birthday  wishing you a wonderful day ahead,0,seed
happy valentines day   i know its early but i have hundreds of handsomes and beauties to wish  so i thought to finish off aunties and uncles 1st,0,kaggle
thats cool princess  i will cover your face in hot sticky cum,0,kaggle
are you plans with your family set in stone,0,kaggle
sweet heart how are you,0,kaggle
transaction alert  rs 1000 debited from bank of baroda account for flipkart payment,0,seed
oh right  ok  i ll make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it,0,kaggle
thanks  i ll keep that in mind,0,kaggle
sms  ac blind date 4u   rodds1 is 21 m from aberdeen  united kingdom  check him out http   img  sms  ac w icmb3cktz8r7  4 no blind dates send hide,1,kaggle
busy here  trying to finish for new year  i am looking forward to finally meeting you,0,kaggle
cheers for the message zogtorius  iåõve been staring at my phone for an age deciding whether to text or not,0,kaggle
do you know where my lab goggles went,0,kaggle
urgent  last weekend s draw shows that you have won å 1000 cash or a spanish holiday  call now 09050000332 to claim  t c  rstm  sw7 3ss  150ppm,1,kaggle
tell you what  if you make a little spreadsheet and track whose idea it was to smoke to determine who  smokes too much   for the entire month of february,0,kaggle
dear voucher holder have your next meal on us  use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp   www vouch4me com etlp dining asp,1,kaggle
did u got that persons story,0,kaggle
want to finally have lunch today,0,kaggle
i though we shd go out n have some fun so bar in town or something  ûò sound ok,0,kaggle
great  i hope you like your man well endowed  i am  lt   gt  inches,0,kaggle
dear customer your fd of rs 25000 matures on 20 march  visit branch to renew,0,seed
hi your kotak credit card bill of rs 50000 is due on 5 april,0,seed
hmmm  how many players selected,0,kaggle
dear sir salam alaikkum pride and pleasure meeting you today at the tea shop we are pleased to send you our contact number at qatar rakhesh an indian pls save our number respectful regards,0,kaggle
no she didnt  i will search online and let you know,0,kaggle
oic    i saw him too but i tot he din c me    i found a group liao,0,kaggle
yup but it s not giving me problems now so mayb i ll jus leave it,0,kaggle
keep yourself safe for me because i need you and i miss you already and i envy everyone that see s you in real life,0,kaggle
urgent ur awarded a complimentary trip to eurodisinc trav  aco entry41 or å 1000  to claim txt dis to 87121 18 6 å 1 50 morefrmmob  shracomorsglsuplt 10  ls1 3aj,1,kaggle
s s  first time  dhoni rocks,0,kaggle
hmmm    guess we can go 4 kb n power yoga    haha  dunno we can tahan power yoga anot    thk got lo oso  forgot liao,0,kaggle
ask g or iouri  i ve told the story like ten times already,0,kaggle
sorry  my battery died  i can come by but i m only getting a gram for now  where s your place,0,kaggle
our mobile number has won å 5000  to claim calls us back or ring the claims hot line on 09050005321,1,kaggle
mom wants to know where you at,0,kaggle
i love u 2 my little pocy bell i am sorry but i love u,0,kaggle
that s the way you should stay oh,0,kaggle
send me yetty s number pls,0,kaggle
i need you to be in my strong arms,0,kaggle
hey come online  use msn    we are all there,0,kaggle
hey  what happened  u switch off ur cell d whole day  this isnt good  now if u do care  give me a call tomorrow,0,kaggle
think you sent the text to the home phone  that cant display texts  if you still want to send it his number is,0,kaggle
my stomach has been thru so much trauma i swear i just can t eat  i better lose weight,0,kaggle
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or å 250 cash every wk  txt pod to 84128 ts cs www textpod net custcare 08712405020,1,kaggle
freemsg  claim ur 250 sms messages text ok to 84025 now use web2mobile 2 ur mates etc  join txt250 com for 1 50p wk  t c box139  la32wu  16   remove txtx or stop,1,kaggle
ow u dey i paid 60 400thousad i told u would call,0,kaggle
awesome  lemme know whenever you re around,0,kaggle
in e msg jus now  u said thanks for gift,0,kaggle
oh  shit  i thought that was your trip  loooooool     that just makes so much more sense now      grins  and the sofa reference was     the  sleep on a couch   link you sent me     wasn t that how you went on your trip   oh     and didn t your babe go with you for that celebration with your rents,0,kaggle
no need to say anything to me  i know i am an outsider,0,kaggle
had your mobile 11 months or more  u r entitled to update to the latest colour mobiles with camera for free  call the mobile update co free on 08002986030,1,kaggle
im late tellmiss im on my way,0,kaggle
i m sorry  i ve joined the league of people that dont keep in touch  you mean a great deal to me  you have been a friend at all times even at great personal cost  do have a great week,0,kaggle
what today sunday  sunday is holiday  so no work,0,kaggle
lol well don t do it without me  we could have a big sale together,0,kaggle
change again    it s e one next to escalator,0,kaggle
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,kaggle
your sbi credit card ending 6842 is blocked  verify at http   yono update xyz,1,seed
the greatest test of courage on earth is to bear defeat without losing heart    gn tc,0,kaggle
on ma way to school  can you pls send me ashley s number,0,kaggle
i want to lick your pussy now,0,kaggle
do ì_ noe if ben is going,0,kaggle
44 7732584351  do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705,1,kaggle
how much r ì_ willing to pay,0,kaggle
all day working day  except saturday and sunday,0,kaggle
probably gonna swing by in a wee bit,0,kaggle
shit that is really shocking and scary  cant imagine for a second  def up for night out  do u think there is somewhere i could crash for night  save on taxi,0,kaggle
sure  whenever you show the fuck up  gt,0,kaggle
k  text me when you re on the way,0,kaggle
win the newest  ûïharry potter and the order of the phoenix  book 5  reply harry  answer 5 questions   chance to be the first among readers,1,kaggle
my love   how come it took you so long to leave for zaher s  i got your words on ym and was happy to see them but was sad you had left  i miss you,0,kaggle
u coming 2 pick me,0,kaggle
ok  every night take a warm bath drink a cup of milk and you ll see a work of magic  you still need to loose weight  just so that you know,0,kaggle
2 laptop    i noe infra but too slow lar    i wan fast one,0,kaggle
perhaps   is much easy give your account identification  so i will tomorrow at uni,0,kaggle
thanks for picking up the trash,0,kaggle
merry christmas to u too annie,0,kaggle
hey you still want to go for yogasana  coz if we end at cine then can go bathe and hav the steam bath,0,kaggle
yes   now only saw your message,0,kaggle
dear we got  lt   gt  dollars hi hi,0,kaggle
oh    i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb    okie lor  u call me when ready,0,kaggle
can ì_ call me at 10 10 to make sure dat i ve woken up,0,kaggle
lmao where s your fish memory when i need it,0,kaggle
fancy a shag  i do interested  sextextuk com txt xxuk suzy to 69876  txts cost 1 50 per msg  tncs on website  x,1,kaggle
ya  told  she was asking wats matter,0,kaggle
then u going ikea str aft dat,0,kaggle
no screaming means shouting,0,kaggle
it could work  we ll reach a consensus at the next meeting,0,kaggle
well that must be a pain to catch,0,kaggle
hello my little party animal  i just thought i d buzz you as you were with your friends     grins     reminding you were loved and send a naughty adoring kiss,0,kaggle
plz note  if anyone calling from a mobile co   amp  asks u to type    lt   gt  or    lt   gt    do not do so  disconnect the call coz it iz an attempt of  terrorist  to make use of the sim card no  itz confirmd by nokia n motorola n has been verified by cnn ibn,0,kaggle
todays voda numbers ending with 7634 are selected to receive a å 350 reward  if you have a match please call 08712300220 quoting claim code 7684 standard rates apply,1,kaggle
wife how she knew the time of murder exactly,0,kaggle
jos ask if u wana meet up,0,kaggle
your sip of rs 50000 in hdfc top 100 has been processed for 15 april,0,seed
none of that s happening til you get here though,0,kaggle
will purchase d stuff today and mail to you  do you have a po box number,0,kaggle
transaction alert  rs 1000 debited from hdfc account for zomato payment,0,seed
i haven t forgotten you  i might have a couple bucks to send you tomorrow  k  i love ya too,0,kaggle
sorry i din lock my keypad,0,kaggle
i m going 2 orchard now laready me reaching soon  u reaching,0,kaggle
congratulations  you won rs 500 in jio lucky draw  share aadhaar to claim,1,seed
hi   finally i completed the course,0,kaggle
ree entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18,1,kaggle
me n him so funny,0,kaggle
i told your number to gautham,0,kaggle
so what about you  what do you remember,0,kaggle
have a nice day my dear,0,kaggle
dear customer your fd of rs 5000 matures on 30 april  visit branch to renew,0,seed
i m in inside office  still filling forms don know when they leave me,0,kaggle
i m working technical support   voice process,0,kaggle
sports fans   get the latest sports news str  2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216  norm 4txt 120p,1,kaggle
when re you guys getting back  g said you were thinking about not staying for mcr,0,kaggle
once a fishrman woke early in d mrng  it was very dark  he waited a while  amp  found a sack ful of stones  he strtd throwin thm in2 d sea 2 pass time  atlast he had jus 1stone  sun rose up  amp  he found out tht those r nt stones  those were diamonds  moral  dont wake up early in d mrng   good night,0,kaggle
really dun bluff me leh    u sleep early too  nite,0,kaggle
how are u  i have missed u  i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college  sad isnt it xx,0,kaggle
cool  i ll text you in a few,0,kaggle
we left already we at orchard now,0,kaggle
i love to give massages  i use lots of baby oil    what is your fave position,0,kaggle
sir send to group mail check it,0,kaggle
i m sick    i m needy    i want you     pouts   stomps feet  where are you     pouts   stomps feet  i want my slave    i want him now,0,kaggle
congratulations  you won rs 500 in amazon great sale  share aadhaar to claim,1,seed
depends on quality  if you want the type i sent boye  faded glory  then about 6  if you want ralphs maybe 2,0,kaggle
buy one egg for me da  please,0,kaggle
thanks for your ringtone order  reference number x29  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989180,1,kaggle
was just about to ask  will keep this one  maybe that s why you didn t get all the messages we sent you on glo,0,kaggle
your hdfc account balance is rs 1000  transaction on 30 april,0,seed
your credits have been topped up for http   www bubbletext com your renewal pin is tgxxrz,1,kaggle
aiyar sorry lor forgot 2 tell u,0,kaggle
i m gonna be home soon and i don t want to talk about this stuff anymore tonight  k  i ve cried enough today,0,kaggle
aight i ve been set free  think you could text me blake s address  it occurs to me i m not quite as sure what i m doing as i thought i was,0,kaggle
they r giving a second chance to rahul dengra,0,kaggle
tone club  your subs has now expired 2 re sub reply monoc 4 monos or polyc 4 polys 1 weekly   150p per week txt stop 2 stop this msg free stream 0871212025016,1,kaggle
freemsg you have been awarded a free mini digital camera  just reply snap to collect your prize   quizclub opt out  stop 80122300p wk sp rwm ph 08704050406,1,kaggle
yes i think so  i am in office but my lap is in room i think thats on for the last few days  i didnt shut that down,0,kaggle
now get step 2 outta the way  congrats again,0,kaggle
yes  they replied my mail  i m going to the management office later  plus will in to bank later also or on wednesday,0,kaggle
i m really not up to it still tonight babe,0,kaggle
take some small dose tablet for fever,0,kaggle
was playng 9 doors game and gt racing on phone lol,0,kaggle
can you say what happen,0,kaggle
hi petey noiåõm ok just wanted 2 chat coz avent spoken 2 u 4 a long time hope ur doin alrite have good nit at js love ya am x,0,kaggle
your sbi account balance is rs 50000  transaction on 20 march,0,seed
eh u send wrongly lar,0,kaggle
5 free top polyphonic tones call 087018728737  national rate  get a toppoly tune sent every week  just text subpoly to 81618  å 3 per pole  unsub 08718727870,1,kaggle
1000 s flirting now  txt girl or bloke   ur name   age  eg girl zoe 18 to 8007 to join and get chatting,1,kaggle
sent me ur email id soon,0,kaggle
win  we have a winner  mr  t  foley won an ipod  more exciting prizes soon  so keep an eye on ur mobile or visit www win 82050 co uk,1,kaggle
gosh that   what a pain  spose i better come then,0,kaggle
they have a thread on the wishlist section of the forums where ppl post nitro requests  start from the last page and collect from the bottom up,0,kaggle
why she wants to talk to me,0,kaggle
no da if you run that it activate the full version da,0,kaggle
your phonepe wallet kyc is pending  complete at http   incometax claim online or wallet will be blocked,1,seed
wow didn t think it was that common  i take it all back ur not a freak  unless u chop it off,0,kaggle
dear customer your fd of rs 50000 matures on 15 april  visit branch to renew,0,seed
transaction alert  rs 5000 debited from axis account for amazon payment,0,seed
ok  not sure what time tho as not sure if can get to library before class  will try  see you at some point  have good eve,0,kaggle
yo my trip got postponed  you still stocked up,0,kaggle
your sip of rs 10000 in sbi bluechip fund has been processed for 5 april,0,seed
good afternoon  my love  how goes your day   what are you up to   i woke early and am online waiting for you     hmmm     italian boy is online i see    grins,0,kaggle
let me know how it changes in the next 6hrs  it can even be appendix but you are out of that age range  however its not impossible  so just chill and let me know in 6hrs,0,kaggle
god s love has no limit  god s grace has no measure  god s power has no boundaries  may u have god s endless blessings always in ur life      gud ni8,0,kaggle
what   u wearing,0,kaggle
im realy soz imat my mums 2nite what about 2moro,0,kaggle
do you like italian food,0,kaggle
cool  do you like swimming  i have a pool and jacuzzi at my house,0,kaggle
income tax refund of rs 5000 is pending  submit details at http   hdfc verify net,1,seed
actually  my mobile is full of msg  and i m doing a work online  where i need to send them  lt   gt  sent msg i wil explain u later,0,kaggle
time n smile r the two crucial things in our life  sometimes time makes us to forget smile  and sometimes someone s smile makes us to forget time gud noon,0,kaggle
its ok  called mom instead have fun,0,kaggle
if you text on your way to cup stop that should work  and that should be bus,0,kaggle
scan qr code to receive rs 10000 prize from flipkart spin   win lucky draw,1,seed
u should have made an appointment,0,kaggle
what time should i tell my friend to be around,0,kaggle
you are a winner u have been specially selected 2 receive å 1000 or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810910p min  18,1,kaggle
haha mayb u re rite    u know me well  da feeling of being liked by someone is gd lor  u faster go find one then all gals in our group attached liao,0,kaggle
dear got train and seat mine lower seat,0,kaggle
please charge my mobile when you get up in morning,0,kaggle
oooh i got plenty of those,0,kaggle
if you aren t here in the next  lt   gt  hours imma flip my shit,0,kaggle
spending new years with my brother and his family  lets plan to meet next week  are you ready to be spoiled,0,kaggle
where wuld i be without my baby  the thought alone mite break me and i donåõt wanna go crazy but everyboy needs his lady xxxxxxxx,0,kaggle
u will switch your fone on dammit,0,kaggle
she s fine  sends her greetings,0,kaggle
your bank of baroda credit card ending 3424 is blocked  verify at http   hdfc verify net,1,seed
haha  that was the first person i was gonna ask,0,kaggle
why didn t u call on your lunch,0,kaggle
free message  jamster get the crazy frog sound now  for poly text mad1  for real text mad2 to 88888  6 crazy sounds for just 3 gbp week  16 only  t c s apply,1,kaggle
otp for your pnb login is 853609  valid for 10 minutes  do not share,0,seed
darren was saying dat if u meeting da ge den we dun meet 4 dinner  cos later u leave xy will feel awkward  den u meet him 4 lunch lor,0,kaggle
do you work all this week,0,kaggle
i am in hospital da    i will return home in evening,0,kaggle
o we cant see if we can join denis and mina  or does denis want alone time,0,kaggle
hungry gay guys feeling hungry and up 4 it  now  call 08718730555 just 10p min  to stop texts call 08712460324  10p min,1,kaggle
